145,GARRISON SQ,MAIN,360-693-8656
QWEST,Garrison Square Shopping Center,FAX,360-693-0766
,7800 E. Mill Plain Blvd.,ROLLOVER,360-693-7740
,"Vancouver, WA  98664",CREDIT CARD LINE,360-693-4822
,,POS,360-693-1754
146,CENTRALIA,MAIN,360-736-0161
QWEST,,FAX,360-807-0259
,933 Harrison Ave,CREDIT CARD LINE,360-330-2684
,"Centralia,  WA  98531",ROLLOVER,360-736-6484
,,POS,360-736-5288
147,LARAMIE,MAIN,307-721-4813
QWEST,Gateway Plaza Shopping Center,FAX,307-742-5892
,666 North Third,ROLLOVER,307-721-4853
,"Laramie, WY  82072",CREDIT CARD LINE,307-745-3588
,,POS,307-745-6753
151,FARMINGTON,MAIN,503-642-1529
VERIZON,Farmington Village Shopping Center,FAX,503-649-1909
,6029 SW 185th,ROLLOVER,503-649-3993
,"Beaverton, OR  97007",CREDIT CARD LINE,503-642-1871
,,POS,503-642-4489
,,ATM ,503-649-5349
155,BENSON PLAZA,MAIN,425-271-0099
QWEST,Benson Plaza Shopping Center,FAX,425-271-2723
,10619 SE Carr Road,CREDIT CARD LINE,425-235-0898
,"Renton,  WA  98055",ROLLOVER,425-430-1740
,,POS,425-430-9785
156,RENTON,MAIN,425-235-8117
QWEST,,FAX,425-430-1903
,1820 SE Maple Valley Hwy,CREDIT CARD LINE,425-271-7701
,"Renton, WA  98055",ROLLOVER,425-235-9187
,,POS,425-793-5525
157,BEAVERTON,MAIN,503-643-3792
VERIZON,Murray Crossings Shopping Center,FAX,503-646-4271
,6035 SW Murray Road   ,ROLLOVER,503-520-0938
,"Beaverton,  OR  97006",CREDIT CARD LINE,503-626-3822
,,POS,503-643-2522
,,ATM ,503-526-8601
158,TACOMA,MAIN,253-473-5925
QWEST,,FAX,253-474-4609
,1933 S. 72nd,CREDIT CARD LINE,253-475-2499
,"Tacoma, WA 98408",POS,253-473-7757
159,HILLSBORO,MAIN,503-681-0824
VERIZON,,FAX,503-648-9598
,2385 SE Tualatin Valley Hwy,POS,503-615-0644
,"Hillsboro, OR  97123",CREDIT CARD LINE,503-648-3914
,,ROLLOVER,503-693-7267
,,ATM ,503-693-7494
160,CENTRAL,MAIN,253-272-4837
QWEST,Tacoma Central Shopping Center,FAX,253-272-6499
,2323 S. Union Ave,CREDIT CARD LINE,253-572-5749
,"Tacoma, WA  98405",POS,253-627-9910
161,DELTA PARK,MAIN,503-289-2351
QWEST,,FAX,503-283-3910
,9730 N. Whitaker Rd,ROLLOVER,503-286-9323
,"Portland, OR  97217",POS,503-289-1085
,,CREDIT CARD LINE,503-289-4769
,,ATM ,503-283-0043
162,TOTEM LAKE,MAIN,425-828-0716
VERIZON,,FAX,425-822-3422
,12207 NE 116th,CREDIT CARD LINE,425-822-5393
,"Kirkland, WA  98033",POS,425-828-4656
163,SOUTH BEND,MAIN,541-389-2405
QWEST,Pinebrook Plaza Shopping Center,FAX,541-389-1351
,61135 S. Hwy 97,ROLLOVER,541-389-0603
,"Bend, OR  97702",CREDIT CARD LINE,541-388-2968
,,POS,541-389-2308
,,ATM ,541-318-9026
164,BERRY HILL,MAIN,503-650-8837
QWEST,Berry Hill Shopping Center,FAX,503-557-3973
,19001 Beavercreek Rd,ROLLOVER,503-650-6911
,"Oregon City,  OR  97045",CREDIT CARD LINE,503-650-6988
,,POS,503-722-1501
,,ATM ,503-655-1478
165,OLYMPIA,MAIN,360-438-9395
QWEST,,FAX,360-438-2393
,"4525 Martin Way, E",ROLLOVER,360-438-0619
,"Olympia,  WA  98516",CREDIT CARD LINE,360-438-6962
,,POS,360-438-6904
166,TANASBOURNE,MAIN,503-629-0548
VERIZON,Tanasbourne Village Shopping Center,FAX,503-690-0931
,2185 NW 185th Avenue,CREDIT CARD LINE,503-629-0648
,"Hillsboro, OR  97124",ROLLOVER,503-645-2997
,,POS,503-629-8128
,,ATM ,503-629-6038
167,SPRINGFIELD,MAIN,541-747-8515
QWEST,Pioneer Plaza Shopping Center,ROLLOVER,541-747-2133
,"1807 Pioneer Parkway, East",FAX,541-747-6592
,"Springfield, OR  97477",CREDIT CARD LINE,541-747-8521
,,POS,541-747-3826
,,ATM ,541-726-4865
168,MILWAUKIE,MAIN,503-652-4035
QWEST,Milwaukie Marketplace Shopping Center,ROLLOVER,503-652-0827
,11030 SE Oak Street,FAX,503-654-6067
,"Milwaukie, OR  97222",POS,503-659-0594
,,CREDIT CARD LINE,503-659-1530
,,ATM ,503-654-7909
169,KENT,MAIN,253-859-5774
QWEST,Plaza by the Green Shopping Center,FAX,253-859-1067
,24525 Russell Rd,ROLLOVER,253-859-2260
,"Kent, WA  98032",CREDIT CARD LINE,253-859-2733
,,POS,253-852-6286
170,FEDERAL WAY,MAIN,253-838-1009
QWEST,Campus Square Shopping Center,FAX,253-838-5504
,"34900 Enchanted Parkway, S.",CREDIT CARD LINE,253-661-2026
,"Federal Way,  WA  98003",ROLLOVER,253-874-0289
,,ALARM / ADT PRIMARY,253-661-7990
,,ALARM / ADT SECONDARY,253-661-7991
,,POS,253-838-7774
171,HALSEY CROSSING,MAIN,503-667-6140
VERIZON,Halsey Crossing Shopping Center,FAX,503-492-8766
,1453 NE 181st Ave,ROLLOVER,503-492-8770
,"Portland,  OR  97230",CREDIT CARD LINE,503-667-8300
,,POS,503-667-2546
,,ATM ,503-661-4929
172,CLACKAMAS,MAIN,503-698-2027
VERIZON,Sunnyside Marketplace,FAX,503-698-6148
,12082 SE Sunnyside Rd,ROLLOVER,503-698-7928
,"Clackamas,  OR  97015",CREDIT CARD LINE,503-698-4927
,,POS,503-698-5347
,,ATM ,503-698-5483
173,WESTGATE,MAIN,253-752-9331
QWEST,Westgate Shopping Center,FAX,253-752-5044
,2303 N. Pearl Street,CREDIT CARD LINE,253-752-9223
,"Tacoma,  WA  98046",POS,253-756-1790
175,BELLINGHAM,MAIN,360-647-0193
QWEST,SRO Shopping Center,ROLLOVER,360-647-1244
,3904 Meridian Street ,FAX,360-647-3562
,"Bellingham,  WA  98225",CREDIT CARD LINE,360-647-0573
,,POS,360-647-5199
176,TROUTDALE,MAIN,503-667-9462
VERIZON,Troutdale Business Park,FAX,503-492-9177
,557 NW Phoenix Drive,ROLLOVER,503-667-0944
,"Troutdale, OR  97060",POS,503-667-4652
,,CREDIT CARD LINE,503-667-0274
,,ATM ,503-661-4909
177,WILLOWS POND,MAIN,253-841-2561
QWEST,Willows Pond Center,FAX,253-841-4055
,"107 37th Avenue, SE",ROLLOVER,253-841-9629
,"Puyallup, WA  98374",CREDIT CARD LINE,253-841-2643
,,POS,253-841-7443
178,KING CITY,MAIN,503-598-0414
VERIZON,King City Plaza,FAX,503-968-8058
,15550 SW 116th Avenue,ROLLOVER,503-598-0493
,"King City, OR  97224",CREDIT CARD LINE,503-639-6856
,,POS,503-639-5874
,,ATM ,503-670-8424
179,SUMMIT COUNTRY,MAIN,253-539-0417
QWEST,Summit Country Shopping Center,FAX,253-539-8451
,"10904 Canyon Rd, East",CREDIT CARD LINE,253-539-0513
,"Puyallup, WA  98373",ROLLOVER,253-539-0748
,,POS,253-538-5162
180,LAKE MERIDIAN,MAIN,253-631-2456
QWEST,Lake Meridian Marketplace,FAX,253-639-8725
,12990 SE Kent-Kangley Rd,CREDIT CARD LINE,253-631-2376
,"Kent, WA  98031",ALARM / ADT PRIMARY,253-631-2132
,,ALARM / ADT SECONDARY,253-631-2231
,,POS,253-631-3469
181,SANTA CLARA,MAIN,541-689-2688
QWEST,Santa Clara Shopping Center,FAX,541-689-4134
,35 Division Ave,ROLLOVER,541-689-2788
,"Eugene, OR  97404",CREDIT CARD LINE,541-689-2871
,,POS,541-607-6863
,,ATM ,541-607-6890
183,SILVERDALE,MAIN,360-698-1997
QWEST,,FAX,360-308-9284
,3070 Bucklin Hill Road,CREDIT CARD LINE,360-698-9577
,"Silverdale, WA  98383",POS,360-698-3518
184,GREEN FIRS,MAIN,253-565-9577
QWEST,Green Firs Shopping Center,FAX,253-565-9789
,"3902 Bridgeport Way, W",CREDIT CARD LINE,253-565-9646
,"University Place, WA  98466",POS,253-565-1980
186,BREMERTON,MAIN,360-373-1768
QWEST,,FAX,360-377-4347
,4220 Wheaton Way,CREDIT CARD LINE,360-478-0631
,"Bremerton,  WA  98310",POS,360-377-6517
187,SAN RAFAEL,MAIN,503-252-9590
QWEST,San Rafael Shopping Center,FAX,503-252-6790
,1832 NE 122nd Avenue,ROLLOVER,503-252-9475
,"Portland, OR  97230",CREDIT CARD LINE,503-252-0457
,,POS,503-255-5071
,,ATM ,503-258-8153
188,LYNNWOOD,MAIN,425-778-6028
VERIZON,James Village Shopping Center,FAX,425-778-1726
,19428 Hwy 99,ROLLOVER,425-778-6349
,"Lynnwood, WA  98036",CREDIT CARD LINE,425-778-8339
,,POS,425-640-0748
189,WENATCHEE,MAIN,509-662-7811
VERIZON,,FAX,509-662-2687
,1516 N. Wenatchee Ave,ROLLOVER,509-662-7296
,"Wenatchee, WA  98801",CREDIT CARD LINE,509-662-7431
,,POS,509-667-9021
191,OLYMPIA SQUARE,MAIN,360-438-1337
QWEST,Olympia Square South Shopping Center,FAX,360-438-0145
,3425 SE Pacific Avenue,ROLLOVER,360-412-1499
,"Olympia, WA  98501",CREDIT CARD LINE,360-438-1407
,,POS,360-413-9242
192,MOSES LAKE,MAIN,509-766-2070
QWEST,,FAX,509-765-0597
,1820 Kittleson Plaza,ROLLOVER,509-766-2073
,"Moses Lake, WA  98837",CREDIT CARD LINE,509-766-2071
,,POS,509-766-6372
193,SALEM,MAIN,503-364-4413
QWEST,Lancaster Market Place,FAX,503-362-2238
,"1270 Lancaster Drive, SE",ROLLOVER,503-364-4386
,"Salem, OR  97301",CREDIT CARD LINE,503-364-9932
,,ATM ,503-363-3613
195,CASCADE PARK,MAIN,360-896-2728
QWEST,Cascade Park Plaza,FAX,360-896-6339
,305 SE Chkalov Dr.,CREDIT CARD LINE,360-896-2730
,"Vancouver, WA  98684",POS,360-896-6101
,,ROLLOVER,360-896-2993
196,AURORA,MAIN,206-361-2552
QWEST,Parkwood Plaza,FAX,206-361-7237
,"15252 Aurora Avenue, N.",CREDIT CARD LINE,206-361-2973
,"Seattle,  WA  98133",ALARM ,206-364-8955
,,POS,206-367-0412
,,ALARM LINE ,206-367-1957
197,BOISE,MAIN,208-322-3696
QWEST,Franklin Towne Plaza,FAX,208-323-2302
,8521 W. Franklin Road,CREDIT CARD LINE,208-322-3992
,"Boise,  ID  83709",ROLLOVER,208-322-5493
,,POS,208-322-5917
198,SCOTTSBLUFF,MAIN,308-635-3464
SPRINT,,FAX,308-635-0651
,1408 Circle Drive,ROLLOVER,308-635-2147
,"Scottsbluff, NE  69361",CREDIT CARD LINE,308-635-2587
,,POS,308-635-6856
199,TWIN FALLS,MAIN,208-734-2110
QWEST,Breckenridge Farms Shopping Center,FAX,208-734-6416
,"1601 Blue Lake Blvd, N.",ROLLOVER,208-734-2093
,"Twin Falls, ID  83301",CREDIT CARD LINE,208-734-2238
,,POS,208-737-0283
200,ORCHARDS,MAIN,360-260-8094
QWEST,,FAX,360-260-8869
,11717 NE 76th Street,CREDIT CARD LINE,360-260-8859
,"Vancouver, WA  98682",ROLLOVER,360-260-0053
,,POS,360-885-1419
201,BURLINGTON,MAIN,360-757-2556
VERIZON,,FAX,360-757-8837
,1520 S. Burlington Blvd.,CREDIT CARD LINE,360-757-2763
,"Burlington,  WA  98233",POS,360-757-2766
202,SOUTH SALEM,MAIN,503-581-9475
QWEST,,FAX,503-375-3624
,"5005 Commercial Street, SE",ROLLOVER,503-581-9529
,"Salem, OR  97302",CREDIT CARD LINE,503-581-9531
,,POS,503-371-8417
,,ATM ,503-391-7530
203,WILSONVILLE,MAIN,503-685-6395
VERIZON,Wilsonville Towne Center,FAX,503-685-7397
,"29690 SW Town Center Loop, W",ROLLOVER,503-685-7396
,"Wilsonville, OR  97070",CREDIT CARD LINE,503-685-6396
,,POS,503-582-0375
,,ATM ,503-582-9748
204,GARDEN CITY,MAIN,208-378-4700
QWEST,,FAX,208-322-6199
,8121 Chinden Blvd,CREDIT CARD LINE,208-378-1177
,"Garden City, ID  83714",ROLLOVER,208-378-4742
,,POS,208-378-7649
205,NW SPOKANE,MAIN,509-325-6690
QWEST,,FAX,509-323-0840
,1829 N. Monroe,ROLLOVER,509-325-4711
,"Spokane,  WA  99205",CREDIT CARD LINE,509-325-6474
,,POS,509-325-1325
206,MERIDIAN,MAIN,208-884-1100
QWEST,,ROLLOVER,208-884-1101
,895 S. Progress,FAX,208-887-5638
,"Meridian, ID  83642",CREDIT CARD LINE,208-884-1102
,,POS,208-288-1951
207,LEWISTON,MAIN,208-798-0309
QWEST,,FAX,208-798-3170
,2122 Nez Perce Grade,CREDIT CARD LINE,208-798-0311
,"Lewiston, ID  83501",ROLLOVER,208-798-3171
,,POS,208-746-2733
208,N.SPRINGFIELD,MAIN,541-741-6044
QWEST,,FAX,541-726-2732
,900 Beltline Road,CREDIT CARD LINE,541-741-2654
,"Springfield, OR  97477",ROLLOVER,541-741-6081
,,POS,541-741-7608
,,ATM ,541-746-9989
209,SOUTH MEDFORD,MAIN,541-857-8969
QWEST,,FAX,541-857-0923
,71 Stewart Avenue,CREDIT CARD LINE,541-857-8598
,"Medford, OR  97501",ROLLOVER,541-857-8875
,,POS,541-245-2797
,,ATM ,541-779-9961
212,BONNEY LAKE,MAIN,253-863-0208
QWEST,Fred Meyer Shopping Center,FAX,253-863-0164
,20805 Hwy 410,CREDIT CARD LINE,253-891-9375
,"Bonney Lake,  WA  98390",ROLLOVER,253-891-9376
,,POS,253-863-0667
213,COEUR d' ALENE,MAIN,208-667-8114
VERIZON,,FAX,208-667-0376
,331 Ironwood Drive,ROLLOVER,208-667-8226
,"Coeur d’Alene, ID  83814",CREDIT CARD LINE,208-667-8309
,,POS,208-676-0764
216,CORVALLIS,MAIN,541-754-8240
QWEST,,FAX,541-753-8579
,1117 NW 9th,CREDIT CARD LINE,541-754-8225
,"Corvallis, OR  97330",ROLLOVER,541-754-8241
,,POS,541-753-9771
,,ATM ,541-758-9302
217,SPOKANE VALLEY,MAIN,509-926-5977
QWEST,,FAX,509-926-6317
,North 320 Sullivan Road,ROLLOVER,509-926-1938
,"Veredale, WA  99037",CREDIT CARD LINE,509-926-6084
,,POS,509-228-0537
218,AIRPORT WAY,MAIN,503-254-5041
QWEST,,FAX,503-256-6857
,11335 NE Airport Way ,ROLLOVER,503-261-1910
,"Portland,  OR  97220",POS,503-254-0768
,,CREDIT CARD LINE,503-254-4815
,,ATM ,503-253-0131
220,GARDEN HOME,MAIN,503-293-3143
QWEST,Garden Home Marketplace   ,FAX,503-293-3641
,7451 SW Garden Home Rd,ROLLOVER,503-293-3630
,"Portland, OR  97223",POS,503-293-3135
,,CREDIT CARD LINE,503-293-4136
,,ATM ,503-452-2771
222,KEIZER,MAIN,503-463-5597
QWEST,,FAX,503-463-5697
,4998 River Road N.,ROLLOVER,503-463-5598
,"Keizer, OR  97303",CREDIT CARD LINE,503-463-5498
,,POS,503-463-1737
,,ATM ,503-304-9093
223,EUGENE,MAIN,541-344-1155
QWEST,,FAX,541-344-2762
,2950 W 11th Avenue,ROLLOVER,541-344-1829
,"Eugene, OR  97402",CREDIT CARD LINE,541-344-3289
,,ATM ,541-344-7110
224,FISHERS LANDING,MAIN,360-253-9101
QWEST,Fisher’s Landing Marketplace,POS,360-896-8561
,2100 SE 164th Ave,RAS,360-604-1216
,"Vancouver,  WA  98684",CREDIT CARD LINE,360-253-9802
,,ROLLOVER,360-254-1153
227,HIGHLAND FAIR,MAIN,503-618-7976
VERIZON,Highland Fair Shopping Center,ROLLOVER,503-618-8525
,881 SW Highland Drive,CREDIT CARD LINE,503-661-6113
,"Gresham, OR  97080",FAX,503-618-9156
,,POS,503-618-1896
,,ATM ,503-492-5726
228,GRANTS PASS,MAIN,541-474-6699
QWEST,,POS,541-474-7110
,190 NE Agness Avenue,ROLLOVER,541-474-6978
,"Grants Pass, OR  97526",CREDIT CARD LINE,541-474-7368
,,FAX,541-474-0614
,,ATM ,541-476-7385
229,WEST LINN,MAIN,503-722-8750
QWEST,,ROLLOVER,503-722-8762
,2180 8th Ct.,FAX,503-722-8764
,"West Linn, OR  97068",CREDIT CARD LINE,503-722-8801
,,POS,503-722-7460
,,ATM ,503-723-4208
230,WANDERMERE,MAIN,509-464-4870
QWEST,,ROLLOVER,509-464-4871
,N. 12502 State Route 395 Hwy,FAX,509-464-4872
,"Spokane, WA  99218",CREDIT CARD LINE,509-464-4873
,,POS,509-464-4875
231,SOUTH REDMOND,MAIN,541-923-0400
QWEST,Wagner Square Shopping Center,FAX,541-923-0606
,1565 Oden Medo Rd,ROLLOVER,541-923-1011
,"Redmond, OR 97756",CREDIT CARD LINE,541-923-9898
,,POS,541-548-9690
,,ATM ,541-504-2540
232,UNION GAP,MAIN,509-469-3686
QWEST,,ROLLOVER,509-469-3685
,16 East Valley Mall Blvd.,MODEM,509-469-5455
,"Union Gap, WA  98903",CREDIT CARD LINE,509-469-5355
,,POS,509-469-3681
233,PORT ORCHARDS,MAIN,360-874-1894
QWEST,,FAX,360-874-1986
,221 Bravo Terrace,POS,360-874-2597
,"Port Orchard, WA  98366",ROLLOVER,360-874-1895
,,CREDIT CARD LINE,360-874-1897
235,NAMPA,MAIN,208-442-9631
QWEST,,ROLLOVER,208-442-9632
,1807 Caldwell Blvd,FAX /RAS,208-442-9633
,"Nampa,  ID  83651",CREDIT CARD LINE,208-442-9634
,,POS,208-465-7904
236,WALLA WALLA,MAIN,509-522-1975
QWEST,,ROLLOVER,509-522-2135
,814 W. Chestnut Street,FAX,509-522-2612
,"Walla Walla, WA  99362",CREDIT CARD LINE,509-522-3154
,,POS,509-522-3161
237,PENDLETON,MAIN,541-966-9009
QWEST,,ROLLOVER,541-966-9012
,319 SE Nye Avenue,FAX,541-966-9015
,"Pendleton, OR  97801",CREDIT CARD LINE,541-966-9016
,,POS,541-966-9017
,,ATM ,541-966-8301
238,CENTRAL POINT,MAIN,541-665-7070
QWEST,,ROLLOVER,541-665-7071
,210 Penniger Road,FAX,541-665-7072
,"Central Point, OR  97502",CREDIT CARD LINE,541-665-7068
,,POS,541-665-7069
,,ATM ,541-665-5214
239,CAPITOL VILLAGE,MAIN,208-367-1123
QWEST,Capitol Village Shopping Center,ROLLOVER,208-367-1150
,2710 W. Boise Ave,FAX,208-367-1089
,"Boise, ID  83706",CREDIT CARD LINE,208-367-1187
,,ALARM / ADT PRIMARY,208-422-0556
,,POS,208-367-1087
240,NORTH YAKIMA,MAIN,509-494-0646
QWEST,,ROLLOVER,509-494-0612
,1401 Lakeside Court,FAX,509-494-0614
,"Yakima, WA  98902",CREDIT CARD LINE,509-494-0609
,,POS,509-494-0615
241,E. WENATCHEE,MAIN,509-886-9502
VERIZON,Wenatchee Valley Mall,ROLLOVER,509-886-9602
,501 Valley Mall Parkway,FAX,509-886-7431
,"East Wenatchee, WA  98802",CREDIT CARD LINE,509-886-2742
,,POS,509-886-5702
279,MEADOWBROOK,MAIN,307-638-4744
QWEST,,FAX,307-638-2360
,1947 Dell Range Blvd,ROLLOVER,307-638-4750
,"Cheyenne,  WY  82009",CREDIT CARD LINE,307-638-4061
,,POS,307-778-4089
