3006,827,0,Improperly frozen sashimi,1,5,
3007,827,0,It grows well in sweet, acidic food with low  water activity.,-1,0,
3008,827,0,Symptons of intoxication appear quickly, within a few hours.,1,5,
3009,827,0,<i>Listeria monocytogenes</i>,1,5,
30010,827,0,<i>Bacillus cereus</i>,1,5,
30010,828,0,<i>Bacillus cereus</i>,1,5,
3009,828,0,<i>Listeria monocytogenes</i>,1,5,
3008,828,0,Symptons of intoxication appear quickly, within a few hours.,1,5,
3007,828,0,It grows well in sweet, acidic food with low  water activity.,-1,0,
3006,828,0,Improperly frozen sashimi,1,5,
3005,828,0,high acidity.,1,5,
3004,828,0,a live pathogen.,1,5,
3003,828,0,41&deg;F and 135&deg;F (5&deg;C and 57&deg;C),1,5,
30012,828,0,Obtaining shellfish from approved sources,1,5,
30011,828,0,a tingling or tickling sensation in the throat.,-1,0,
1110577401870,829,0,bacteria,0,0,
1110577401891,829,0,spores,0,0,
1110577401888,829,0,fungi,0,0,
1110577401885,829,0,infection,0,0,
1110577401882,829,0,parasite,0,0,
1110577401880,829,0,pathogens,0,0,
1110577401878,829,0,acidic,0,0,
1110577401874,829,0,mold,0,0,
1110577401917,829,0,host,0,0,
1110577401914,829,0,intoxication,0,0,
1110577401912,829,0,neutral,0,0,
1110577401908,829,0,water activity,0,0,
1110577401906,829,0,microorganism,0,0,
1110577401904,829,0,oxygen,0,0,
1110577401901,829,0,yeast,0,0,
1110577401898,829,0,toxins,0,0,
1110577401895,829,0,fattom,0,0,
1110577401893,829,0,virus,0,0,
3203,830,0,Their immune systems are likely to be weaker than those of younger people.,1,5,
3204,830,0,Cooked rice,1,5,
3205,830,0,They are dry.,1,5,
3206,830,0,methods for dealing with customers' complaints.,1,5,
3207,830,0,2,1,5,
3208,830,0,meet the needs of your learners.,1,5,
30011,831,0,changes in blood pressure and pulse rate.,1,5,
30012,831,0,Obtaining shellfish from approved sources,1,5,
3003,831,0,41&deg;F and 135&deg;F (5&deg;C and 57&deg;C),1,5,
3004,831,0,a live pathogen.,1,5,
3005,831,0,high acidity.,1,5,
3006,831,0,Improperly frozen sashimi,1,5,
3007,831,0,Freezing temperatures prevent or slow its growth, but do not destroy it.,-1,0,
3008,831,0,Symptons of intoxication appear quickly, within a few hours.,1,5,
3009,831,0,<i>Listeria monocytogenes</i>,1,5,
30010,831,0,<i>Bacillus cereus</i>,1,5,
30010,832,0,<i>Bacillus cereus</i>,1,5,
3009,832,0,<i>Listeria monocytogenes</i>,1,5,
3008,832,0,Symptons of intoxication often appear days after exposure.,-1,0,
3007,832,0,It needs a host to survive.,1,5,
3006,832,0,Improperly frozen sashimi,1,5,
3005,832,0,high acidity.,1,5,
3004,832,0,a live pathogen.,1,5,
3003,832,0,41&deg;F and 135&deg;F (5&deg;C and 57&deg;C),1,5,
30012,832,0,Obtaining shellfish from approved sources,1,5,
30011,832,0,changes in blood pressure and pulse rate.,1,5,
30011,833,0,changes in blood pressure and pulse rate.,1,5,
30012,833,0,Obtaining shellfish from approved sources,1,5,
3003,833,0,41&deg;F and 135&deg;F (5&deg;C and 57&deg;C),1,5,
3004,833,0,a live pathogen.,1,5,
3005,833,0,high acidity.,1,5,
3006,833,0,Improperly frozen sashimi,1,5,
3007,833,0,It needs a host to survive.,1,5,
3008,833,0,Symptons of intoxication appear quickly, within a few hours.,1,5,
3009,833,0,<i>Listeria monocytogenes</i>,1,5,
30010,833,0,<i>Bacillus cereus</i>,1,5,
1110577401870,834,0,bacteria,0,0,
1110577401874,834,0,mold,0,0,
1110577401878,834,0,acidic,0,0,
1110577401880,834,0,pathogens,0,0,
1110577401882,834,0,parasite,0,0,
1110577401885,834,0,infection,0,0,
1110577401888,834,0,fungi,0,0,
1110577401891,834,0,spores,0,0,
1110577401893,834,0,virus,0,0,
1110577401895,834,0,fat tom,0,0,
1110577401898,834,0,toxins,0,0,
1110577401901,834,0,yeast,0,0,
1110577401904,834,0,oxygen,0,0,
1110577401906,834,0,microorganisms,0,0,
1110577401908,834,0,water activity,0,0,
1110577401912,834,0,neutral,0,0,
1110577401914,834,0,intoxication,0,0,
1110577401917,834,0,host,0,0,
1110577401917,835,0,host,0,0,
1110577401914,835,0,intoxication,0,0,
1110577401912,835,0,neutral,0,0,
1110577401908,835,0,water activity,0,0,
1110577401906,835,0,microorganisms,0,0,
1110577401904,835,0,oxygen,0,0,
1110577401901,835,0,yeast,0,0,
1110577401898,835,0,toxins,0,0,
1110577401895,835,0,fat tom,0,0,
1110577401893,835,0,virus,0,0,
1110577401891,835,0,spores,0,0,
1110577401888,835,0,fungi,0,0,
1110577401885,835,0,infection,0,0,
1110577401882,835,0,parasite,0,0,
1110577401880,835,0,pathogens,0,0,
1110577401878,835,0,acidic,0,0,
1110577401874,835,0,mold,0,0,
1110577401870,835,0,bacteria,0,0,
30012,836,0,Obtaining shellfish from approved sources,1,5,
30011,836,0,changes in blood pressure and pulse rate.,1,5,
30010,836,0,<i>Bacillus cereus</i>,1,5,
3009,836,0,<i>Listeria monocytogenes</i>,1,5,
3008,836,0,Symptons of intoxication appear quickly, within a few hours.,1,5,
3007,836,0,It grows well in sweet, acidic food with low  water activity.,-1,0,
3006,836,0,Improperly cooked eggs,-1,0,
3005,836,0,a protein or carbohydrate food source.,-1,0,
3004,836,0,a live pathogen.,1,5,
3003,836,0,41&deg;F and 135&deg;F (5&deg;C and 57&deg;C),1,5,
3003,837,0,41&deg;F and 135&deg;F (5&deg;C and 57&deg;C),1,5,
3004,837,0,a live pathogen.,1,5,
3005,837,0,high acidity.,1,5,
3006,837,0,Improperly frozen sashimi,1,5,
3007,837,0,It needs a host to survive.,1,5,
3008,837,0,Symptons of intoxication appear quickly, within a few hours.,1,5,
3009,837,0,<i>Listeria monocytogenes</i>,1,5,
30010,837,0,<i>Bacillus cereus</i>,1,5,
30011,837,0,changes in blood pressure and pulse rate.,1,5,
30012,837,0,Obtaining shellfish from approved sources,1,5,
1110577401870,838,0,bacteria,0,0,
1110577401874,838,0,mold,0,0,
1110577401878,838,0,acidic,0,0,
1110577401880,838,0,pathogens,0,0,
1110577401882,838,0,parasites,0,0,
1110577401885,838,0,infection,0,0,
1110577401888,838,0,fungus,0,0,
1110577401891,838,0,spores,0,0,
1110577401893,838,0,virus,0,0,
1110577401895,838,0,fattom,0,0,
1110577401898,838,0,toxins,0,0,
1110577401901,838,0,yeast,0,0,
1110577401904,838,0,oxygen,0,0,
1110577401906,838,0,microorganisms,0,0,
1110577401908,838,0,wateractivity,0,0,
1110577401912,838,0,neutral,0,0,
1110577401914,838,0,intoxication,0,0,
1110577401917,838,0,host,0,0,
30012,839,0,Obtaining shellfish from approved sources,1,5,
30011,839,0,changes in blood pressure and pulse rate.,1,5,
30010,839,0,<i>Bacillus cereus</i>,1,5,
3009,839,0,<i>Listeria monocytogenes</i>,1,5,
3008,839,0,Symptons of intoxication appear quickly, within a few hours.,1,5,
3007,839,0,It needs a host to survive.,1,5,
3006,839,0,Improperly frozen sashimi,1,5,
3005,839,0,high acidity.,1,5,
3004,839,0,a plant toxin.,-1,0,
3003,839,0,41&deg;F and 135&deg;F (5&deg;C and 57&deg;C),1,5,
